hour_of_year,timestamp,load_mwh,wind_speed_m_s,solar_radiation_kw_m2
2262,2023-04-05 05:00:00,32.097970681707565,7.42,0.0
2263,2023-04-05 06:00:00,33.24432677748284,7.69,0.0
2264,2023-04-05 07:00:00,34.39068287325811,7.91,0.012
2265,2023-04-05 08:00:00,36.30127636621689,8.34,0.158
2266,2023-04-05 09:00:00,37.44763246199216,9.68,0.363
2267,2023-04-05 10:00:00,37.829751160583925,10.15,0.548
2268,2023-04-05 11:00:00,37.44763246199216,10.28,0.622
2269,2023-04-05 12:00:00,36.68339506480865,10.02,0.915
2270,2023-04-05 13:00:00,35.154920270441615,9.98,0.959
2271,2023-04-05 14:00:00,34.008564174666354,10.11,0.936
2272,2023-04-05 15:00:00,33.24432677748284,9.48,0.792
2273,2023-04-05 16:00:00,34.39068287325811,9.86,0.596
2274,2023-04-05 17:00:00,36.30127636621689,9.97,0.401
2275,2023-04-05 18:00:00,37.829751160583925,10.27,0.178
2276,2023-04-05 19:00:00,38.21186985917567,10.6,0.026
2277,2023-04-05 20:00:00,37.829751160583925,10.47,0.0
2278,2023-04-05 21:00:00,37.0655137634004,10.25,0.0
2279,2023-04-05 22:00:00,34.39068287325811,10.24,0.0
2280,2023-04-05 23:00:00,35.53703896903338,9.95,0.0
2281,2023-04-06 00:00:00,34.37469464319151,10.48,0.0
2282,2023-04-06 01:00:00,34.37469464319151,10.62,0.0
2283,2023-04-06 02:00:00,33.57528313986148,10.68,0.0
2284,2023-04-06 03:00:00,33.175577388196466,10.64,0.0
2285,2023-04-06 04:00:00,33.57528313986148,10.49,0.0
2286,2023-04-06 05:00:00,33.57528313986148,10.03,0.0
2287,2023-04-06 06:00:00,34.77440039485653,9.94,0.0
2288,2023-04-06 07:00:00,35.97351764985159,10.4,0.013
2289,2023-04-06 08:00:00,37.972046408176666,10.27,0.153
2290,2023-04-06 09:00:00,39.171163663171725,10.1,0.395
2291,2023-04-06 10:00:00,39.57086941483674,9.95,0.624
2292,2023-04-06 11:00:00,39.171163663171725,9.87,0.81
2293,2023-04-06 12:00:00,38.37175215984169,9.59,0.931
2294,2023-04-06 13:00:00,36.77292915318162,9.33,0.976
2295,2023-04-06 14:00:00,35.57381189818657,8.79,0.947
2296,2023-04-06 15:00:00,34.77440039485653,8.44,0.839
2297,2023-04-06 16:00:00,35.97351764985159,8.67,0.665
2298,2023-04-06 17:00:00,37.972046408176666,8.73,0.449
2299,2023-04-06 18:00:00,39.57086941483674,8.77,0.214
2300,2023-04-06 19:00:00,39.97057516650176,8.75,0.032
2301,2023-04-06 20:00:00,39.57086941483674,8.96,0.0
2302,2023-04-06 21:00:00,38.77145791150671,9.2,0.0
2303,2023-04-06 22:00:00,35.97351764985159,9.15,0.0
2304,2023-04-06 23:00:00,37.17263490484663,9.61,0.0
2305,2023-04-07 00:00:00,33.51532727711172,9.52,0.0
2306,2023-04-07 01:00:00,33.51532727711172,9.27,0.0
2307,2023-04-07 02:00:00,32.73590106136494,8.68,0.0
2308,2023-04-07 03:00:00,32.346187953491544,7.86,0.0
2309,2023-04-07 04:00:00,32.73590106136494,7.91,0.0
2310,2023-04-07 05:00:00,32.73590106136494,8.02,0.0
2311,2023-04-07 06:00:00,33.90504038498512,8.2,0.0
2312,2023-04-07 07:00:00,35.07417970860529,8.27,0.015
2313,2023-04-07 08:00:00,37.02274524797225,8.17,0.161
2314,2023-04-07 09:00:00,38.19188457159243,8.71,0.398
2315,2023-04-07 10:00:00,38.581597679465816,8.81,0.625
2316,2023-04-07 11:00:00,38.19188457159243,8.73,0.8
2317,2023-04-07 12:00:00,37.41245835584565,8.6,0.931
2318,2023-04-07 13:00:00,35.85360592435208,8.29,0.976
2319,2023-04-07 14:00:00,34.6844666007319,8.13,0.946
2320,2023-04-07 15:00:00,33.90504038498512,8.48,0.843
2321,2023-04-07 16:00:00,35.07417970860529,8.63,0.668
2322,2023-04-07 17:00:00,37.02274524797225,8.45,0.45
2323,2023-04-07 18:00:00,38.581597679465816,7.67,0.207
2324,2023-04-07 19:00:00,38.97131078733921,7.9,0.031
2325,2023-04-07 20:00:00,38.581597679465816,8.22,0.0
2326,2023-04-07 21:00:00,37.80217146371904,9.07,0.0
2327,2023-04-07 22:00:00,35.07417970860529,9.15,0.0
2328,2023-04-07 23:00:00,36.24331903222548,8.26,0.0
2329,2023-04-08 00:00:00,24.129660651734717,7.27,0.0
2330,2023-04-08 01:00:00,24.129660651734717,7.02,0.0
2331,2023-04-08 02:00:00,23.56850575285716,7.71,0.0
2332,2023-04-08 03:00:00,23.287928303418383,8.45,0.0
2333,2023-04-08 04:00:00,23.56850575285716,9.04,0.0
2334,2023-04-08 05:00:00,23.56850575285716,9.81,0.0
2335,2023-04-08 06:00:00,24.410238101173487,10.67,0.0
2336,2023-04-08 07:00:00,25.25197044948981,10.48,0.015
2337,2023-04-08 08:00:00,26.654857696683692,10.19,0.166
2338,2023-04-08 09:00:00,27.496590045000023,10.69,0.388
2339,2023-04-08 10:00:00,27.7771674944388,10.44,0.569
2340,2023-04-08 11:00:00,27.496590045000023,9.71,0.744
2341,2023-04-08 12:00:00,26.935435146122472,9.49,0.921
2342,2023-04-08 13:00:00,25.813125348367365,9.74,0.971
2343,2023-04-08 14:00:00,24.97139300005104,10.03,0.937
2344,2023-04-08 15:00:00,24.410238101173487,10.29,0.816
2345,2023-04-08 16:00:00,25.25197044948981,10.87,0.653
2346,2023-04-08 17:00:00,26.654857696683692,10.79,0.432
2347,2023-04-08 18:00:00,27.7771674944388,10.5,0.206
2348,2023-04-08 19:00:00,28.057744943877573,10.84,0.032
2349,2023-04-08 20:00:00,27.7771674944388,10.69,0.0
2350,2023-04-08 21:00:00,27.21601259556125,10.32,0.0
2351,2023-04-08 22:00:00,25.25197044948981,10.35,0.0
2352,2023-04-08 23:00:00,26.09370279780614,10.05,0.0
2353,2023-04-09 00:00:00,23.37066739401305,9.53,0.0
2354,2023-04-09 01:00:00,23.37066739401305,9.3,0.0
2355,2023-04-09 02:00:00,22.827163501129025,8.98,0.0
2356,2023-04-09 03:00:00,22.55541155468701,8.89,0.0
2357,2023-04-09 04:00:00,22.827163501129025,8.79,0.0
2358,2023-04-09 05:00:00,22.827163501129025,9.17,0.0
2359,2023-04-09 06:00:00,23.642419340455064,9.68,0.0
2360,2023-04-09 07:00:00,24.45767517978109,9.9,0.016
2361,2023-04-09 08:00:00,25.81643491199116,10.1,0.173
2362,2023-04-09 09:00:00,26.6316907513172,10.44,0.41
2363,2023-04-09 10:00:00,26.903442697759203,10.76,0.642
2364,2023-04-09 11:00:00,26.6316907513172,9.77,0.822
2365,2023-04-09 12:00:00,26.08818685843317,9.53,0.944
2366,2023-04-09 13:00:00,25.00117907266512,9.62,0.991
2367,2023-04-09 14:00:00,24.18592323333909,10.06,0.963
2368,2023-04-09 15:00:00,23.642419340455064,10.54,0.855
2369,2023-04-09 16:00:00,24.45767517978109,10.99,0.682
2370,2023-04-09 17:00:00,25.81643491199116,11.04,0.459
2371,2023-04-09 18:00:00,26.903442697759203,10.99,0.222
2372,2023-04-09 19:00:00,27.175194644201216,11.21,0.034
2373,2023-04-09 20:00:00,26.903442697759203,11.33,0.0
2374,2023-04-09 21:00:00,26.35993880487518,11.14,0.0
2375,2023-04-09 22:00:00,24.45767517978109,10.78,0.0
2376,2023-04-09 23:00:00,25.27293101910713,9.81,0.0
2377,2023-04-10 00:00:00,32.38096235388641,9.55,0.0
2378,2023-04-10 01:00:00,32.38096235388641,9.07,0.0
2379,2023-04-10 02:00:00,31.62791671774951,8.88,0.0
2380,2023-04-10 03:00:00,31.25139389968107,9.06,0.0
2381,2023-04-10 04:00:00,31.62791671774951,9.09,0.0
2382,2023-04-10 05:00:00,31.62791671774951,8.87,0.0
2383,2023-04-10 06:00:00,32.757485171954855,9.21,0.0
2384,2023-04-10 07:00:00,33.8870536261602,9.03,0.017
2385,2023-04-10 08:00:00,35.76966771650243,9.39,0.173
2386,2023-04-10 09:00:00,36.89923617070776,9.04,0.388
2387,2023-04-10 10:00:00,37.27575898877621,8.81,0.627
2388,2023-04-10 11:00:00,36.89923617070776,8.64,0.772
2389,2023-04-10 12:00:00,36.14619053457087,8.64,0.953
2390,2023-04-10 13:00:00,34.640099262297085,8.43,1.002
2391,2023-04-10 14:00:00,33.510530808091744,8.51,0.97
2392,2023-04-10 15:00:00,32.757485171954855,8.42,0.861
2393,2023-04-10 16:00:00,33.8870536261602,8.54,0.684
2394,2023-04-10 17:00:00,35.76966771650243,8.54,0.462
2395,2023-04-10 18:00:00,37.27575898877621,8.32,0.216
2396,2023-04-10 19:00:00,37.65228180684466,8.19,0.034
2397,2023-04-10 20:00:00,37.27575898877621,8.12,0.0
2398,2023-04-10 21:00:00,36.52271335263932,8.23,0.0
2399,2023-04-10 22:00:00,33.8870536261602,8.27,0.0
2400,2023-04-10 23:00:00,35.016622080365536,7.58,0.0
2401,2023-04-11 00:00:00,33.72157544497087,6.75,0.0
2402,2023-04-11 01:00:00,33.72157544497087,6.52,0.0
2403,2023-04-11 02:00:00,32.93735276020411,6.69,0.0
2404,2023-04-11 03:00:00,32.54524141782072,6.71,0.0
2405,2023-04-11 04:00:00,32.93735276020411,6.81,0.0
2406,2023-04-11 05:00:00,32.93735276020411,6.64,0.0
2407,2023-04-11 06:00:00,34.113686787354254,6.91,0.0
2408,2023-04-11 07:00:00,35.290020814504395,7.33,0.018
2409,2023-04-11 08:00:00,37.2505775264213,7.28,0.176
2410,2023-04-11 09:00:00,38.42691155357146,6.87,0.413
2411,2023-04-11 10:00:00,38.81902289595484,6.77,0.634
2412,2023-04-11 11:00:00,38.42691155357146,7.37,0.819
2413,2023-04-11 12:00:00,37.64268886880468,6.93,0.931
2414,2023-04-11 13:00:00,36.07424349927116,6.07,0.972
2415,2023-04-11 14:00:00,34.897909472121015,6.03,0.924
2416,2023-04-11 15:00:00,34.113686787354254,6.19,0.837
2417,2023-04-11 16:00:00,35.290020814504395,6.26,0.667
2418,2023-04-11 17:00:00,37.2505775264213,6.55,0.447
2419,2023-04-11 18:00:00,38.81902289595484,6.36,0.215
2420,2023-04-11 19:00:00,39.21113423833823,6.05,0.033
2421,2023-04-11 20:00:00,38.81902289595484,5.9,0.0
2422,2023-04-11 21:00:00,38.03480021118807,5.72,0.0
2423,2023-04-11 22:00:00,35.290020814504395,5.43,0.0
2424,2023-04-11 23:00:00,36.46635484165454,5.0,0.0
2425,2023-04-12 00:00:00,32.86220807889108,5.33,0.0
2426,2023-04-12 01:00:00,32.86220807889108,5.35,0.0
2427,2023-04-12 02:00:00,32.097970681707565,5.22,0.0
2428,2023-04-12 03:00:00,31.71585198311581,5.0,0.0
2429,2023-04-12 04:00:00,32.097970681707565,4.6,0.0
2430,2023-04-12 05:00:00,32.097970681707565,4.1,0.0
2431,2023-04-12 06:00:00,33.24432677748284,3.9,0.0
2432,2023-04-12 07:00:00,34.39068287325811,3.5,0.018
2433,2023-04-12 08:00:00,36.30127636621689,3.21,0.172
2434,2023-04-12 09:00:00,37.44763246199216,2.91,0.4
2435,2023-04-12 10:00:00,37.829751160583925,2.98,0.634
2436,2023-04-12 11:00:00,37.44763246199216,2.34,0.817
2437,2023-04-12 12:00:00,36.68339506480865,1.53,0.933
2438,2023-04-12 13:00:00,35.154920270441615,1.21,0.978
2439,2023-04-12 14:00:00,34.008564174666354,2.06,0.945
2440,2023-04-12 15:00:00,33.24432677748284,3.09,0.837
2441,2023-04-12 16:00:00,34.39068287325811,3.98,0.665
2442,2023-04-12 17:00:00,36.30127636621689,5.41,0.447
2443,2023-04-12 18:00:00,37.829751160583925,6.83,0.211
2444,2023-04-12 19:00:00,38.21186985917567,6.66,0.032
2445,2023-04-12 20:00:00,37.829751160583925,6.1,0.0
2446,2023-04-12 21:00:00,37.0655137634004,5.64,0.0
2447,2023-04-12 22:00:00,34.39068287325811,5.53,0.0
2448,2023-04-12 23:00:00,35.53703896903338,4.87,0.0
2449,2023-04-13 00:00:00,34.37469464319151,4.12,0.0
2450,2023-04-13 01:00:00,34.37469464319151,4.16,0.0
2451,2023-04-13 02:00:00,33.57528313986148,4.28,0.0
2452,2023-04-13 03:00:00,33.175577388196466,4.64,0.0
2453,2023-04-13 04:00:00,33.57528313986148,4.84,0.0
2454,2023-04-13 05:00:00,33.57528313986148,4.81,0.0
2455,2023-04-13 06:00:00,34.77440039485653,5.5,0.0
2456,2023-04-13 07:00:00,35.97351764985159,6.01,0.018
2457,2023-04-13 08:00:00,37.972046408176666,5.16,0.173
2458,2023-04-13 09:00:00,39.171163663171725,5.85,0.404
2459,2023-04-13 10:00:00,39.57086941483674,6.31,0.629
2460,2023-04-13 11:00:00,39.171163663171725,5.68,0.807
2461,2023-04-13 12:00:00,38.37175215984169,5.06,0.923
2462,2023-04-13 13:00:00,36.77292915318162,4.64,0.968
2463,2023-04-13 14:00:00,35.57381189818657,4.96,0.93
2464,2023-04-13 15:00:00,34.77440039485653,5.44,0.817
2465,2023-04-13 16:00:00,35.97351764985159,5.3,0.655
2466,2023-04-13 17:00:00,37.972046408176666,5.77,0.441
2467,2023-04-13 18:00:00,39.57086941483674,6.04,0.211
2468,2023-04-13 19:00:00,39.97057516650176,6.35,0.032
2469,2023-04-13 20:00:00,39.57086941483674,6.48,0.0
2470,2023-04-13 21:00:00,38.77145791150671,6.02,0.0
2471,2023-04-13 22:00:00,35.97351764985159,5.87,0.0
2472,2023-04-13 23:00:00,37.17263490484663,5.42,0.0
2473,2023-04-14 00:00:00,33.51532727711172,5.28,0.0
2474,2023-04-14 01:00:00,33.51532727711172,5.17,0.0
2475,2023-04-14 02:00:00,32.73590106136494,4.87,0.0
2476,2023-04-14 03:00:00,32.346187953491544,4.71,0.0
2477,2023-04-14 04:00:00,32.73590106136494,4.6,0.0
2478,2023-04-14 05:00:00,32.73590106136494,4.41,0.0
2479,2023-04-14 06:00:00,33.90504038498512,5.04,0.0
2480,2023-04-14 07:00:00,35.07417970860529,5.21,0.014
2481,2023-04-14 08:00:00,37.02274524797225,5.6,0.132
2482,2023-04-14 09:00:00,38.19188457159243,5.64,0.268
2483,2023-04-14 10:00:00,38.581597679465816,5.97,0.48
2484,2023-04-14 11:00:00,38.19188457159243,3.4,0.708
2485,2023-04-14 12:00:00,37.41245835584565,4.19,0.921
2486,2023-04-14 13:00:00,35.85360592435208,7.41,0.921
2487,2023-04-14 14:00:00,34.6844666007319,8.19,0.894
2488,2023-04-14 15:00:00,33.90504038498512,7.47,0.813
2489,2023-04-14 16:00:00,35.07417970860529,6.14,0.633
2490,2023-04-14 17:00:00,37.02274524797225,5.54,0.442
2491,2023-04-14 18:00:00,38.581597679465816,6.5,0.211
2492,2023-04-14 19:00:00,38.97131078733921,7.74,0.033
2493,2023-04-14 20:00:00,38.581597679465816,8.2,0.0
2494,2023-04-14 21:00:00,37.80217146371904,8.91,0.0
2495,2023-04-14 22:00:00,35.07417970860529,9.5,0.0
2496,2023-04-14 23:00:00,36.24331903222548,8.61,0.0
2497,2023-04-15 00:00:00,24.129660651734717,9.1,0.0
2498,2023-04-15 01:00:00,24.129660651734717,9.5,0.0
2499,2023-04-15 02:00:00,23.56850575285716,9.4,0.0
2500,2023-04-15 03:00:00,23.287928303418383,8.7,0.0
2501,2023-04-15 04:00:00,23.56850575285716,8.6,0.0
2502,2023-04-15 05:00:00,23.56850575285716,8.91,0.0
2503,2023-04-15 06:00:00,24.410238101173487,9.51,0.0
2504,2023-04-15 07:00:00,25.25197044948981,10.01,0.02
2505,2023-04-15 08:00:00,26.654857696683692,9.63,0.185
2506,2023-04-15 09:00:00,27.496590045000023,9.39,0.418
2507,2023-04-15 10:00:00,27.7771674944388,9.56,0.637
2508,2023-04-15 11:00:00,27.496590045000023,9.48,0.817
2509,2023-04-15 12:00:00,26.935435146122472,9.17,0.93
2510,2023-04-15 13:00:00,25.813125348367365,8.7,0.962
2511,2023-04-15 14:00:00,24.97139300005104,8.16,0.935
2512,2023-04-15 15:00:00,24.410238101173487,8.57,0.835
2513,2023-04-15 16:00:00,25.25197044948981,9.2,0.666
2514,2023-04-15 17:00:00,26.654857696683692,9.39,0.449
2515,2023-04-15 18:00:00,27.7771674944388,9.12,0.216
2516,2023-04-15 19:00:00,28.057744943877573,10.24,0.034
2517,2023-04-15 20:00:00,27.7771674944388,10.06,0.0
2518,2023-04-15 21:00:00,27.21601259556125,9.71,0.0
2519,2023-04-15 22:00:00,25.25197044948981,9.49,0.0
2520,2023-04-15 23:00:00,26.09370279780614,9.83,0.0
2521,2023-04-16 00:00:00,23.37066739401305,10.31,0.0
2522,2023-04-16 01:00:00,23.37066739401305,10.85,0.0
2523,2023-04-16 02:00:00,22.827163501129025,10.59,0.0
2524,2023-04-16 03:00:00,22.55541155468701,9.83,0.0
2525,2023-04-16 04:00:00,22.827163501129025,8.94,0.0
2526,2023-04-16 05:00:00,22.827163501129025,8.03,0.0
2527,2023-04-16 06:00:00,23.642419340455064,7.93,0.0
2528,2023-04-16 07:00:00,24.45767517978109,8.36,0.021
2529,2023-04-16 08:00:00,25.81643491199116,8.09,0.184
2530,2023-04-16 09:00:00,26.6316907513172,7.67,0.419
2531,2023-04-16 10:00:00,26.903442697759203,8.04,0.638
2532,2023-04-16 11:00:00,26.6316907513172,8.07,0.818
2533,2023-04-16 12:00:00,26.08818685843317,8.48,0.931
2534,2023-04-16 13:00:00,25.00117907266512,8.38,0.973
2535,2023-04-16 14:00:00,24.18592323333909,8.73,0.939
2536,2023-04-16 15:00:00,23.642419340455064,8.93,0.833
2537,2023-04-16 16:00:00,24.45767517978109,8.93,0.664
2538,2023-04-16 17:00:00,25.81643491199116,8.73,0.447
2539,2023-04-16 18:00:00,26.903442697759203,8.64,0.215
2540,2023-04-16 19:00:00,27.175194644201216,9.51,0.034
2541,2023-04-16 20:00:00,26.903442697759203,10.22,0.0
2542,2023-04-16 21:00:00,26.35993880487518,10.87,0.0
2543,2023-04-16 22:00:00,24.45767517978109,11.16,0.0
2544,2023-04-16 23:00:00,25.27293101910713,11.47,0.0
2545,2023-04-17 00:00:00,32.38096235388641,11.04,0.0
2546,2023-04-17 01:00:00,32.38096235388641,10.91,0.0
2547,2023-04-17 02:00:00,31.62791671774951,11.11,0.0
2548,2023-04-17 03:00:00,31.25139389968107,10.9,0.0
2549,2023-04-17 04:00:00,31.62791671774951,10.4,0.0
2550,2023-04-17 05:00:00,31.62791671774951,10.5,0.0
2551,2023-04-17 06:00:00,32.757485171954855,10.91,0.0
2552,2023-04-17 07:00:00,33.8870536261602,11.15,0.021
