hour_of_year,timestamp,load_mwh,wind_speed_m_s,solar_radiation_kw_m2
7107,2023-10-24 02:00:00,29.75034797579415,5.44,0.0
7108,2023-10-24 03:00:00,30.4759662191062,5.8,0.0
7109,2023-10-24 04:00:00,31.201584462418253,5.54,0.0
7110,2023-10-24 05:00:00,31.201584462418253,5.17,0.0
7111,2023-10-24 06:00:00,32.29001182738633,5.45,0.0
7112,2023-10-24 07:00:00,32.652820949042365,5.59,0.011
7113,2023-10-24 08:00:00,33.37843919235441,5.59,0.138
7114,2023-10-24 09:00:00,34.10405743566647,6.24,0.363
7115,2023-10-24 10:00:00,34.829675678978525,6.54,0.545
7116,2023-10-24 11:00:00,34.46686655732249,6.63,0.653
7117,2023-10-24 12:00:00,34.10405743566647,7.16,0.723
7118,2023-10-24 13:00:00,33.37843919235441,6.59,0.807
7119,2023-10-24 14:00:00,32.652820949042365,6.15,0.759
7120,2023-10-24 15:00:00,32.652820949042365,6.78,0.609
7121,2023-10-24 16:00:00,33.37843919235441,6.96,0.438
7122,2023-10-24 17:00:00,36.28091216560262,6.62,0.249
7123,2023-10-24 18:00:00,36.28091216560262,6.25,0.062
7124,2023-10-24 19:00:00,36.28091216560262,5.81,0.0
7125,2023-10-24 20:00:00,35.192484800634546,6.3,0.0
7126,2023-10-24 21:00:00,33.74124831401044,6.65,0.0
7127,2023-10-24 22:00:00,30.11315709745018,6.37,0.0
7128,2023-10-24 23:00:00,30.11315709745018,6.3,0.0
7129,2023-10-25 00:00:00,28.285057720950952,6.24,0.0
7130,2023-10-25 01:00:00,28.638620942462843,6.28,0.0
7131,2023-10-25 02:00:00,28.99218416397473,6.64,0.0
7132,2023-10-25 03:00:00,29.6993106069985,7.07,0.0
7133,2023-10-25 04:00:00,30.40643705002228,7.35,0.0
7134,2023-10-25 05:00:00,30.40643705002228,7.52,0.0
7135,2023-10-25 06:00:00,31.46712671455793,7.46,0.0
7136,2023-10-25 07:00:00,31.820689936069822,7.57,0.012
7137,2023-10-25 08:00:00,32.52781637909359,7.43,0.148
7138,2023-10-25 09:00:00,33.234942822117375,7.51,0.361
7139,2023-10-25 10:00:00,33.94206926514114,7.38,0.554
7140,2023-10-25 11:00:00,33.58850604362926,7.0,0.712
7141,2023-10-25 12:00:00,33.234942822117375,6.93,0.835
7142,2023-10-25 13:00:00,32.52781637909359,6.67,0.859
7143,2023-10-25 14:00:00,31.820689936069822,6.89,0.805
7144,2023-10-25 15:00:00,31.820689936069822,7.13,0.647
7145,2023-10-25 16:00:00,32.52781637909359,7.38,0.49
7146,2023-10-25 17:00:00,35.35632215118869,7.43,0.28
7147,2023-10-25 18:00:00,35.35632215118869,6.94,0.079
7148,2023-10-25 19:00:00,35.35632215118869,6.4,0.0
7149,2023-10-25 20:00:00,34.295632486653034,6.8,0.0
7150,2023-10-25 21:00:00,32.88137960060549,7.2,0.0
7151,2023-10-25 22:00:00,29.34574738548661,7.43,0.0
7152,2023-10-25 23:00:00,29.34574738548661,7.24,0.0
7153,2023-10-26 00:00:00,29.586880461245773,6.42,0.0
7154,2023-10-26 01:00:00,29.956716467011343,7.8,0.0
7155,2023-10-26 02:00:00,30.32655247277691,7.41,0.0
7156,2023-10-26 03:00:00,31.06622448430806,8.01,0.0
7157,2023-10-26 04:00:00,31.805896495839203,7.9,0.0
7158,2023-10-26 05:00:00,31.805896495839203,7.8,0.0
7159,2023-10-26 06:00:00,32.91540451313592,7.8,0.0
7160,2023-10-26 07:00:00,33.28524051890149,8.0,0.01
7161,2023-10-26 08:00:00,34.02491253043264,7.36,0.146
7162,2023-10-26 09:00:00,34.76458454196378,8.1,0.353
7163,2023-10-26 10:00:00,35.504256553494926,8.46,0.525
7164,2023-10-26 11:00:00,35.13442054772935,8.79,0.697
7165,2023-10-26 12:00:00,34.76458454196378,9.55,0.487
7166,2023-10-26 13:00:00,34.02491253043264,9.55,0.775
7167,2023-10-26 14:00:00,33.28524051890149,9.3,0.78
7168,2023-10-26 15:00:00,33.28524051890149,8.72,0.681
7169,2023-10-26 16:00:00,34.02491253043264,8.12,0.502
7170,2023-10-26 17:00:00,36.98360057655721,7.97,0.279
7171,2023-10-26 18:00:00,36.98360057655721,8.04,0.078
7172,2023-10-26 19:00:00,36.98360057655721,8.34,0.0
7173,2023-10-26 20:00:00,35.8740925592605,8.66,0.0
7174,2023-10-26 21:00:00,34.394748536198215,8.46,0.0
7175,2023-10-26 22:00:00,30.696388478542488,8.56,0.0
7176,2023-10-26 23:00:00,30.696388478542488,8.25,0.0
7177,2023-10-27 00:00:00,28.84720844971463,9.16,0.0
7178,2023-10-27 01:00:00,29.207798555336066,8.91,0.0
7179,2023-10-27 02:00:00,29.56838866095749,8.54,0.0
7180,2023-10-27 03:00:00,30.28956887220036,7.59,0.0
7181,2023-10-27 04:00:00,31.010749083443223,7.58,0.0
7182,2023-10-27 05:00:00,31.010749083443223,7.66,0.0
7183,2023-10-27 06:00:00,32.09251940030752,7.52,0.0
7184,2023-10-27 07:00:00,32.45310950592895,7.47,0.012
7185,2023-10-27 08:00:00,33.174289717171824,7.03,0.153
7186,2023-10-27 09:00:00,33.895469928414684,7.38,0.373
7187,2023-10-27 10:00:00,34.61665013965755,7.22,0.58
7188,2023-10-27 11:00:00,34.25606003403612,7.78,0.739
7189,2023-10-27 12:00:00,33.895469928414684,8.21,0.835
7190,2023-10-27 13:00:00,33.174289717171824,8.39,0.849
7191,2023-10-27 14:00:00,32.45310950592895,8.63,0.753
7192,2023-10-27 15:00:00,32.45310950592895,8.56,0.679
7193,2023-10-27 16:00:00,33.174289717171824,8.25,0.49
7194,2023-10-27 17:00:00,36.059010562143285,8.17,0.28
7195,2023-10-27 18:00:00,36.059010562143285,8.53,0.075
7196,2023-10-27 19:00:00,36.059010562143285,9.1,0.0
7197,2023-10-27 20:00:00,34.977240245278985,8.98,0.0
7198,2023-10-27 21:00:00,33.53487982279325,9.11,0.0
7199,2023-10-27 22:00:00,29.92897876657892,9.0,0.0
7200,2023-10-27 23:00:00,29.92897876657892,9.1,0.0
7201,2023-10-28 00:00:00,19.86581501689886,9.09,0.0
7202,2023-10-28 01:00:00,20.114137704610098,9.39,0.0
7203,2023-10-28 02:00:00,20.362460392321328,9.36,0.0
7204,2023-10-28 03:00:00,20.8591057677438,9.06,0.0
7205,2023-10-28 04:00:00,21.355751143166277,8.67,0.0
7206,2023-10-28 05:00:00,21.355751143166277,8.36,0.0
7207,2023-10-28 06:00:00,22.10071920629998,8.05,0.0
7208,2023-10-28 07:00:00,22.34904189401122,7.85,0.011
7209,2023-10-28 08:00:00,22.84568726943369,7.0,0.151
7210,2023-10-28 09:00:00,23.342332644856157,6.82,0.353
7211,2023-10-28 10:00:00,23.838978020278628,6.78,0.531
7212,2023-10-28 11:00:00,23.590655332567398,7.15,0.666
7213,2023-10-28 12:00:00,23.342332644856157,6.96,0.743
7214,2023-10-28 13:00:00,22.84568726943369,6.46,0.828
7215,2023-10-28 14:00:00,22.34904189401122,6.26,0.706
7216,2023-10-28 15:00:00,22.34904189401122,6.21,0.483
7217,2023-10-28 16:00:00,22.84568726943369,6.36,0.403
7218,2023-10-28 17:00:00,24.832268771123573,6.3,0.255
7219,2023-10-28 18:00:00,24.832268771123573,5.85,0.073
7220,2023-10-28 19:00:00,24.832268771123573,5.95,0.0
7221,2023-10-28 20:00:00,24.087300707989865,5.87,0.0
7222,2023-10-28 21:00:00,23.09400995714492,5.59,0.0
7223,2023-10-28 22:00:00,20.610783080032565,5.38,0.0
7224,2023-10-28 23:00:00,20.610783080032565,5.36,0.0
7225,2023-10-29 00:00:00,19.240940101557356,5.1,0.0
7226,2023-10-29 01:00:00,19.48145185282681,5.15,0.0
7227,2023-10-29 02:00:00,19.72196360409628,5.04,0.0
7228,2023-10-29 03:00:00,20.20298710663522,4.95,0.0
7229,2023-10-29 04:00:00,20.684010609174155,4.59,0.0
7230,2023-10-29 05:00:00,20.684010609174155,4.28,0.0
7231,2023-10-29 06:00:00,21.405545862982557,4.28,0.0
7232,2023-10-29 07:00:00,21.64605761425202,3.91,0.011
7233,2023-10-29 08:00:00,22.127081116790954,3.4,0.134
7234,2023-10-29 09:00:00,22.60810461932989,3.47,0.315
7235,2023-10-29 10:00:00,23.089128121868825,3.13,0.516
7236,2023-10-29 11:00:00,22.848616370599352,1.89,0.71
7237,2023-10-29 12:00:00,22.60810461932989,1.48,0.706
7238,2023-10-29 13:00:00,22.127081116790954,1.17,0.841
7239,2023-10-29 14:00:00,21.64605761425202,0.92,0.729
7240,2023-10-29 15:00:00,21.64605761425202,1.5,0.65
7241,2023-10-29 16:00:00,22.127081116790954,1.61,0.483
7242,2023-10-29 17:00:00,24.05117512694669,1.08,0.265
7243,2023-10-29 18:00:00,24.05117512694669,1.26,0.074
7244,2023-10-29 19:00:00,24.05117512694669,2.15,0.0
7245,2023-10-29 20:00:00,23.32963987313829,2.32,0.0
7246,2023-10-29 21:00:00,22.36759286806042,3.01,0.0
7247,2023-10-29 22:00:00,19.96247535536575,3.47,0.0
7248,2023-10-29 23:00:00,19.96247535536575,3.4,0.0
7249,2023-10-30 00:00:00,27.87084139449352,3.2,0.0
7250,2023-10-30 01:00:00,28.21922691192469,2.7,0.0
7251,2023-10-30 02:00:00,28.56761242935585,2.31,0.0
7252,2023-10-30 03:00:00,29.264383464218195,2.2,0.0
7253,2023-10-30 04:00:00,29.96115449908053,2.43,0.0
7254,2023-10-30 05:00:00,29.96115449908053,2.63,0.0
7255,2023-10-30 06:00:00,31.006311051374038,2.61,0.0
7256,2023-10-30 07:00:00,31.35469656880521,2.1,0.01
7257,2023-10-30 08:00:00,32.05146760366754,1.81,0.146
7258,2023-10-30 09:00:00,32.748238638529884,1.03,0.37
7259,2023-10-30 10:00:00,33.44500967339222,1.3,0.58
7260,2023-10-30 11:00:00,33.09662415596105,2.8,0.74
7261,2023-10-30 12:00:00,32.748238638529884,4.57,0.83
7262,2023-10-30 13:00:00,32.05146760366754,5.14,0.851
7263,2023-10-30 14:00:00,31.35469656880521,4.89,0.798
7264,2023-10-30 15:00:00,31.35469656880521,3.76,0.669
7265,2023-10-30 16:00:00,32.05146760366754,3.49,0.481
7266,2023-10-30 17:00:00,34.838551743116895,3.67,0.273
7267,2023-10-30 18:00:00,34.838551743116895,3.54,0.073
7268,2023-10-30 19:00:00,34.838551743116895,2.47,0.0
7269,2023-10-30 20:00:00,33.79339519082338,2.1,0.0
7270,2023-10-30 21:00:00,32.399853121098715,2.35,0.0
7271,2023-10-30 22:00:00,28.915997946787023,2.16,0.0
7272,2023-10-30 23:00:00,28.915997946787023,1.4,0.0
7273,2023-10-31 00:00:00,29.024729732482097,3.34,0.0
7274,2023-10-31 01:00:00,29.387538854138125,3.2,0.0
7275,2023-10-31 02:00:00,29.75034797579415,3.28,0.0
7276,2023-10-31 03:00:00,30.4759662191062,3.32,0.0
7277,2023-10-31 04:00:00,31.201584462418253,3.32,0.0
7278,2023-10-31 05:00:00,31.201584462418253,4.33,0.0
7279,2023-10-31 06:00:00,32.29001182738633,4.9,0.0
7280,2023-10-31 07:00:00,32.652820949042365,5.46,0.01
7281,2023-10-31 08:00:00,33.37843919235441,4.3,0.134
7282,2023-10-31 09:00:00,34.10405743566647,4.11,0.335
7283,2023-10-31 10:00:00,34.829675678978525,4.57,0.517
7284,2023-10-31 11:00:00,34.46686655732249,5.0,0.558
7285,2023-10-31 12:00:00,34.10405743566647,6.08,0.714
7286,2023-10-31 13:00:00,33.37843919235441,6.69,0.753
7287,2023-10-31 14:00:00,32.652820949042365,6.46,0.747
7288,2023-10-31 15:00:00,32.652820949042365,5.71,0.588
7289,2023-10-31 16:00:00,33.37843919235441,5.82,0.424
7290,2023-10-31 17:00:00,36.28091216560262,5.48,0.218
7291,2023-10-31 18:00:00,36.28091216560262,4.96,0.064
7292,2023-10-31 19:00:00,36.28091216560262,5.52,0.0
7293,2023-10-31 20:00:00,35.192484800634546,5.88,0.0
7294,2023-10-31 21:00:00,33.74124831401044,5.84,0.0
7295,2023-10-31 22:00:00,30.11315709745018,5.4,0.0
7296,2023-10-31 23:00:00,30.11315709745018,5.83,0.0
7297,2023-11-01 00:00:00,28.75647534963347,5.45,0.0
7298,2023-11-01 01:00:00,29.11593129150388,5.6,0.0
7299,2023-11-01 02:00:00,29.475387233374303,5.66,0.0
7300,2023-11-01 03:00:00,30.194299117115143,5.8,0.0
7301,2023-11-01 04:00:00,30.913211000855974,6.02,0.0
7302,2023-11-01 05:00:00,30.913211000855974,6.3,0.0
7303,2023-11-01 06:00:00,31.991578826467236,6.47,0.0
7304,2023-11-01 07:00:00,32.35103476833765,6.59,0.01
7305,2023-11-01 08:00:00,33.069946652078485,6.74,0.139
7306,2023-11-01 09:00:00,33.78885853581932,6.96,0.347
7307,2023-11-01 10:00:00,34.50777041956016,6.94,0.537
7308,2023-11-01 11:00:00,34.148314477689745,6.53,0.644
7309,2023-11-01 12:00:00,33.78885853581932,5.61,0.803
7310,2023-11-01 13:00:00,33.069946652078485,4.83,0.829
7311,2023-11-01 14:00:00,32.35103476833765,5.5,0.784
7312,2023-11-01 15:00:00,32.35103476833765,5.02,0.666
7313,2023-11-01 16:00:00,33.069946652078485,4.05,0.46
7314,2023-11-01 17:00:00,35.945594187041834,5.1,0.204
7315,2023-11-01 18:00:00,35.945594187041834,5.62,0.05
7316,2023-11-01 19:00:00,35.945594187041834,6.71,0.0
7317,2023-11-01 20:00:00,34.867226361430575,6.1,0.0
7318,2023-11-01 21:00:00,33.42940259394891,5.92,0.0
7319,2023-11-01 22:00:00,29.834843175244725,5.97,0.0
7320,2023-11-01 23:00:00,29.834843175244725,6.18,0.0
7321,2023-11-02 00:00:00,30.079995135599862,6.1,0.0
7322,2023-11-02 01:00:00,30.455995074794856,5.52,0.0
7323,2023-11-02 02:00:00,30.831995013989857,4.81,0.0
7324,2023-11-02 03:00:00,31.583994892379856,5.02,0.0
7325,2023-11-02 04:00:00,32.33599477076985,5.73,0.0
7326,2023-11-02 05:00:00,32.33599477076985,6.11,0.0
7327,2023-11-02 06:00:00,33.46399458835485,7.71,0.0
7328,2023-11-02 07:00:00,33.83999452754984,8.13,0.01
7329,2023-11-02 08:00:00,34.59199440593984,7.38,0.139
7330,2023-11-02 09:00:00,35.34399428432984,7.71,0.368
7331,2023-11-02 10:00:00,36.09599416271983,8.38,0.579
7332,2023-11-02 11:00:00,35.71999422352484,8.36,0.739
7333,2023-11-02 12:00:00,35.34399428432984,8.68,0.833
7334,2023-11-02 13:00:00,34.59199440593984,8.5,0.855
7335,2023-11-02 14:00:00,33.83999452754984,8.59,0.801
7336,2023-11-02 15:00:00,33.83999452754984,8.81,0.678
7337,2023-11-02 16:00:00,34.59199440593984,8.78,0.495
7338,2023-11-02 17:00:00,37.599993919499816,8.6,0.277
7339,2023-11-02 18:00:00,37.599993919499816,9.3,0.072
7340,2023-11-02 19:00:00,37.599993919499816,10.16,0.0
7341,2023-11-02 20:00:00,36.47199410191483,10.57,0.0
7342,2023-11-02 21:00:00,34.96799434513484,10.86,0.0
7343,2023-11-02 22:00:00,31.20799495318486,10.9,0.0
7344,2023-11-02 23:00:00,31.20799495318486,10.59,0.0
7345,2023-11-03 00:00:00,29.327995257209867,10.1,0.0
7346,2023-11-03 01:00:00,29.694595197924983,10.1,0.0
7347,2023-11-03 02:00:00,30.06119513864011,9.93,0.0
7348,2023-11-03 03:00:00,30.79439502007036,9.63,0.0
7349,2023-11-03 04:00:00,31.527594901500606,9.81,0.0
7350,2023-11-03 05:00:00,31.527594901500606,9.77,0.0
7351,2023-11-03 06:00:00,32.62739472364598,10.16,0.0
7352,2023-11-03 07:00:00,32.9939946643611,10.1,0.01
7353,2023-11-03 08:00:00,33.72719454579135,9.12,0.148
7354,2023-11-03 09:00:00,34.46039442722159,8.82,0.369
7355,2023-11-03 10:00:00,35.19359430865184,8.68,0.578
7356,2023-11-03 11:00:00,34.82699436793672,8.54,0.74
7357,2023-11-03 12:00:00,34.46039442722159,9.62,0.833
7358,2023-11-03 13:00:00,33.72719454579135,9.62,0.852
7359,2023-11-03 14:00:00,32.9939946643611,9.85,0.793
7360,2023-11-03 15:00:00,32.9939946643611,9.9,0.676
7361,2023-11-03 16:00:00,33.72719454579135,9.34,0.495
7362,2023-11-03 17:00:00,36.65999407151234,8.71,0.276
7363,2023-11-03 18:00:00,36.65999407151234,8.99,0.071
7364,2023-11-03 19:00:00,36.65999407151234,9.69,0.0
7365,2023-11-03 20:00:00,35.56019424936696,10.1,0.0
7366,2023-11-03 21:00:00,34.09379448650647,10.18,0.0
7367,2023-11-03 22:00:00,30.42779507935524,10.07,0.0
7368,2023-11-03 23:00:00,30.42779507935524,9.56,0.0
7369,2023-11-04 00:00:00,20.19691193384717,9.37,0.0
7370,2023-11-04 01:00:00,20.44937333302026,8.71,0.0
7371,2023-11-04 02:00:00,20.701834732193348,7.96,0.0
7372,2023-11-04 03:00:00,21.20675753053953,7.93,0.0
7373,2023-11-04 04:00:00,21.71168032888571,7.72,0.0
7374,2023-11-04 05:00:00,21.71168032888571,7.18,0.0
7375,2023-11-04 06:00:00,22.46906452640497,6.71,0.0
7376,2023-11-04 07:00:00,22.721525925578067,6.9,0.009
7377,2023-11-04 08:00:00,23.226448723924243,6.42,0.13
7378,2023-11-04 09:00:00,23.73137152227043,6.78,0.34
7379,2023-11-04 10:00:00,24.236294320616604,7.17,0.545
7380,2023-11-04 11:00:00,23.98383292144351,7.12,0.71
7381,2023-11-04 12:00:00,23.73137152227043,6.56,0.811
7382,2023-11-04 13:00:00,23.226448723924243,6.37,0.821
7383,2023-11-04 14:00:00,22.721525925578067,6.1,0.784
7384,2023-11-04 15:00:00,22.721525925578067,6.11,0.663
7385,2023-11-04 16:00:00,23.226448723924243,5.94,0.488
7386,2023-11-04 17:00:00,25.24613991730897,5.66,0.272
7387,2023-11-04 18:00:00,25.24613991730897,5.93,0.069
7388,2023-11-04 19:00:00,25.24613991730897,6.31,0.0
7389,2023-11-04 20:00:00,24.48875571978969,5.76,0.0
7390,2023-11-04 21:00:00,23.47891012309733,5.82,0.0
7391,2023-11-04 22:00:00,20.95429613136644,5.85,0.0
7392,2023-11-04 23:00:00,20.95429613136644,6.14,0.0
7393,2023-11-05 00:00:00,19.561622436583303,6.38,0.0
7394,2023-11-05 01:00:00,19.8061427170406,6.38,0.0
7395,2023-11-05 02:00:00,20.050662997497884,6.33,0.0
7396,2023-11-05 03:00:00,20.539703558412477,6.51,0.0
7397,2023-11-05 04:00:00,21.02874411932705,6.58,0.0
7398,2023-11-05 05:00:00,21.02874411932705,6.62,0.0
7399,2023-11-05 06:00:00,21.762304960698927,6.8,0.0
7400,2023-11-05 07:00:00,22.006825241156218,6.96,0.009
7401,2023-11-05 08:00:00,22.4958658020708,7.0,0.137
7402,2023-11-05 09:00:00,22.984906362985384,7.52,0.354
7403,2023-11-05 10:00:00,23.473946923899963,7.83,0.542
7404,2023-11-05 11:00:00,23.229426643442675,7.66,0.688
7405,2023-11-05 12:00:00,22.984906362985384,7.66,0.786
7406,2023-11-05 13:00:00,22.4958658020708,7.76,0.813
7407,2023-11-05 14:00:00,22.006825241156218,7.36,0.774
7408,2023-11-05 15:00:00,22.006825241156218,6.87,0.659
7409,2023-11-05 16:00:00,22.4958658020708,6.66,0.485
7410,2023-11-05 17:00:00,24.45202804572913,6.36,0.27
7411,2023-11-05 18:00:00,24.45202804572913,6.53,0.068
7412,2023-11-05 19:00:00,24.45202804572913,6.51,0.0
7413,2023-11-05 20:00:00,23.718467204357253,6.94,0.0
7414,2023-11-05 21:00:00,22.740386082528094,6.78,0.0
7415,2023-11-05 22:00:00,20.295183277955186,6.18,0.0
7416,2023-11-05 23:00:00,20.295183277955186,6.13,0.0
7417,2023-11-06 00:00:00,28.33535541773507,6.1,0.0
7418,2023-11-06 01:00:00,28.689547360456764,5.72,0.0
7419,2023-11-06 02:00:00,29.043739303178445,5.92,0.0
7420,2023-11-06 03:00:00,29.752123188621823,6.17,0.0
7421,2023-11-06 04:00:00,30.46050707406521,6.36,0.0
7422,2023-11-06 05:00:00,30.46050707406521,6.84,0.0
7423,2023-11-06 06:00:00,31.523082902230264,6.8,0.0
7424,2023-11-06 07:00:00,31.877274844951955,6.71,0.008
7425,2023-11-06 08:00:00,32.58565873039534,6.53,0.126
7426,2023-11-06 09:00:00,33.294042615838706,6.58,0.329
7427,2023-11-06 10:00:00,34.00242650128209,6.75,0.558
7428,2023-11-06 11:00:00,33.648234558560404,7.21,0.72
7429,2023-11-06 12:00:00,33.294042615838706,7.61,0.801
7430,2023-11-06 13:00:00,32.58565873039534,8.23,0.803
7431,2023-11-06 14:00:00,31.877274844951955,8.27,0.707
7432,2023-11-06 15:00:00,31.877274844951955,8.36,0.644
7433,2023-11-06 16:00:00,32.58565873039534,8.5,0.482
7434,2023-11-06 17:00:00,35.419194272168845,8.28,0.264
7435,2023-11-06 18:00:00,35.419194272168845,8.29,0.067
7436,2023-11-06 19:00:00,35.419194272168845,8.59,0.0
7437,2023-11-06 20:00:00,34.35661844400378,8.86,0.0
7438,2023-11-06 21:00:00,32.93985067311703,8.93,0.0
7439,2023-11-06 22:00:00,29.397931245900136,8.89,0.0
7440,2023-11-06 23:00:00,29.397931245900136,8.82,0.0
7441,2023-11-07 00:00:00,29.508475228023464,8.98,0.0
7442,2023-11-07 01:00:00,29.877331168373757,8.89,0.0
7443,2023-11-07 02:00:00,30.246187108724047,8.67,0.0
7444,2023-11-07 03:00:00,30.983898989424635,8.54,0.0
7445,2023-11-07 04:00:00,31.72161087012523,8.68,0.0
7446,2023-11-07 05:00:00,31.72161087012523,8.9,0.0
7447,2023-11-07 06:00:00,32.8281786911761,9.36,0.0
7448,2023-11-07 07:00:00,33.19703463152639,9.59,0.007
7449,2023-11-07 08:00:00,33.93474651222698,9.36,0.102
7450,2023-11-07 09:00:00,34.67245839292757,9.44,0.291
7451,2023-11-07 10:00:00,35.410170273628154,9.36,0.445
7452,2023-11-07 11:00:00,35.04131433327787,8.9,0.63
7453,2023-11-07 12:00:00,34.67245839292757,8.73,0.764
7454,2023-11-07 13:00:00,33.93474651222698,8.23,0.815
7455,2023-11-07 14:00:00,33.19703463152639,8.37,0.735
7456,2023-11-07 15:00:00,33.19703463152639,8.68,0.65
7457,2023-11-07 16:00:00,33.93474651222698,8.99,0.466
7458,2023-11-07 17:00:00,36.88559403502933,8.94,0.247
7459,2023-11-07 18:00:00,36.88559403502933,8.95,0.062
7460,2023-11-07 19:00:00,36.88559403502933,8.77,0.0
7461,2023-11-07 20:00:00,35.779026213978455,8.63,0.0
7462,2023-11-07 21:00:00,34.30360245257727,8.72,0.0
7463,2023-11-07 22:00:00,30.615043049074345,8.64,0.0
7464,2023-11-07 23:00:00,30.615043049074345,8.28,0.0
7465,2023-11-08 00:00:00,28.75647534963347,8.3,0.0
7466,2023-11-08 01:00:00,29.11593129150388,7.99,0.0
7467,2023-11-08 02:00:00,29.475387233374303,8.49,0.0
7468,2023-11-08 03:00:00,30.194299117115143,9.38,0.0
7469,2023-11-08 04:00:00,30.913211000855974,9.52,0.0
7470,2023-11-08 05:00:00,30.913211000855974,9.96,0.0
7471,2023-11-08 06:00:00,31.991578826467236,10.69,0.0
7472,2023-11-08 07:00:00,32.35103476833765,10.72,0.007
7473,2023-11-08 08:00:00,33.069946652078485,10.6,0.137
7474,2023-11-08 09:00:00,33.78885853581932,10.68,0.355
7475,2023-11-08 10:00:00,34.50777041956016,10.43,0.542
7476,2023-11-08 11:00:00,34.148314477689745,9.64,0.68
7477,2023-11-08 12:00:00,33.78885853581932,10.17,0.808
7478,2023-11-08 13:00:00,33.069946652078485,9.99,0.789
7479,2023-11-08 14:00:00,32.35103476833765,10.08,0.714
7480,2023-11-08 15:00:00,32.35103476833765,10.01,0.626
7481,2023-11-08 16:00:00,33.069946652078485,9.72,0.47
7482,2023-11-08 17:00:00,35.945594187041834,9.3,0.263
7483,2023-11-08 18:00:00,35.945594187041834,8.9,0.065
7484,2023-11-08 19:00:00,35.945594187041834,9.0,0.0
7485,2023-11-08 20:00:00,34.867226361430575,9.27,0.0
7486,2023-11-08 21:00:00,33.42940259394891,9.46,0.0
7487,2023-11-08 22:00:00,29.834843175244725,9.18,0.0
7488,2023-11-08 23:00:00,29.834843175244725,9.28,0.0
7489,2023-11-09 00:00:00,30.079995135599862,9.52,0.0
7490,2023-11-09 01:00:00,30.455995074794856,9.1,0.0
7491,2023-11-09 02:00:00,30.831995013989857,8.82,0.0
7492,2023-11-09 03:00:00,31.583994892379856,8.85,0.0
7493,2023-11-09 04:00:00,32.33599477076985,8.85,0.0
7494,2023-11-09 05:00:00,32.33599477076985,8.68,0.0
7495,2023-11-09 06:00:00,33.46399458835485,8.07,0.0
7496,2023-11-09 07:00:00,33.83999452754984,7.94,0.007
7497,2023-11-09 08:00:00,34.59199440593984,7.68,0.132
7498,2023-11-09 09:00:00,35.34399428432984,7.53,0.323
7499,2023-11-09 10:00:00,36.09599416271983,7.29,0.512
7500,2023-11-09 11:00:00,35.71999422352484,6.95,0.693
7501,2023-11-09 12:00:00,35.34399428432984,6.74,0.751
7502,2023-11-09 13:00:00,34.59199440593984,6.64,0.769
7503,2023-11-09 14:00:00,33.83999452754984,6.98,0.744
7504,2023-11-09 15:00:00,33.83999452754984,6.98,0.606
7505,2023-11-09 16:00:00,34.59199440593984,6.8,0.422
7506,2023-11-09 17:00:00,37.599993919499816,6.42,0.249
7507,2023-11-09 18:00:00,37.599993919499816,5.75,0.065
7508,2023-11-09 19:00:00,37.599993919499816,5.79,0.0
7509,2023-11-09 20:00:00,36.47199410191483,5.86,0.0
7510,2023-11-09 21:00:00,34.96799434513484,6.1,0.0
7511,2023-11-09 22:00:00,31.20799495318486,6.26,0.0
7512,2023-11-09 23:00:00,31.20799495318486,6.13,0.0
7513,2023-11-10 00:00:00,29.327995257209867,6.09,0.0
7514,2023-11-10 01:00:00,29.694595197924983,5.69,0.0
7515,2023-11-10 02:00:00,30.06119513864011,5.63,0.0
7516,2023-11-10 03:00:00,30.79439502007036,4.96,0.0
7517,2023-11-10 04:00:00,31.527594901500606,4.71,0.0
7518,2023-11-10 05:00:00,31.527594901500606,5.13,0.0
7519,2023-11-10 06:00:00,32.62739472364598,5.42,0.0
7520,2023-11-10 07:00:00,32.9939946643611,5.55,0.007
7521,2023-11-10 08:00:00,33.72719454579135,5.42,0.132
7522,2023-11-10 09:00:00,34.46039442722159,6.54,0.336
7523,2023-11-10 10:00:00,35.19359430865184,7.03,0.543
7524,2023-11-10 11:00:00,34.82699436793672,7.24,0.696
7525,2023-11-10 12:00:00,34.46039442722159,7.34,0.817
7526,2023-11-10 13:00:00,33.72719454579135,7.39,0.827
7527,2023-11-10 14:00:00,32.9939946643611,7.24,0.776
7528,2023-11-10 15:00:00,32.9939946643611,7.38,0.629
7529,2023-11-10 16:00:00,33.72719454579135,7.42,0.448
7530,2023-11-10 17:00:00,36.65999407151234,6.58,0.268
7531,2023-11-10 18:00:00,36.65999407151234,6.14,0.067
7532,2023-11-10 19:00:00,36.65999407151234,6.13,0.0
7533,2023-11-10 20:00:00,35.56019424936696,6.14,0.0
7534,2023-11-10 21:00:00,34.09379448650647,6.23,0.0
7535,2023-11-10 22:00:00,30.42779507935524,6.44,0.0
7536,2023-11-10 23:00:00,30.42779507935524,6.36,0.0
7537,2023-11-11 00:00:00,20.19691193384717,6.17,0.0
7538,2023-11-11 01:00:00,20.44937333302026,6.13,0.0
7539,2023-11-11 02:00:00,20.701834732193348,5.86,0.0
7540,2023-11-11 03:00:00,21.20675753053953,5.59,0.0
7541,2023-11-11 04:00:00,21.71168032888571,5.87,0.0
7542,2023-11-11 05:00:00,21.71168032888571,5.95,0.0
