hour_of_year,timestamp,wind_speed_100m_m_s,solar_radiation_w_m2,solar_radiation_kw_m2,source
6301,2023-09-20 12:00:00,6.99,900.0,0.9,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6302,2023-09-20 13:00:00,8.93,895.0,0.895,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6303,2023-09-20 14:00:00,8.64,800.0,0.8,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6304,2023-09-20 15:00:00,8.64,636.0,0.636,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6305,2023-09-20 16:00:00,8.13,513.0,0.513,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6306,2023-09-20 17:00:00,7.06,329.0,0.329,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6307,2023-09-20 18:00:00,6.1,138.0,0.138,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6308,2023-09-20 19:00:00,5.12,10.0,0.01,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6309,2023-09-20 20:00:00,6.11,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6310,2023-09-20 21:00:00,5.38,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6311,2023-09-20 22:00:00,6.08,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6312,2023-09-20 23:00:00,4.77,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6313,2023-09-21 00:00:00,4.26,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6314,2023-09-21 01:00:00,2.75,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6315,2023-09-21 02:00:00,3.41,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6316,2023-09-21 03:00:00,4.85,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6317,2023-09-21 04:00:00,6.33,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6318,2023-09-21 05:00:00,5.87,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6319,2023-09-21 06:00:00,5.11,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6320,2023-09-21 07:00:00,5.7,13.0,0.013,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6321,2023-09-21 08:00:00,4.0,109.0,0.109,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6322,2023-09-21 09:00:00,4.17,336.0,0.336,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6323,2023-09-21 10:00:00,5.3,483.0,0.483,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6324,2023-09-21 11:00:00,4.07,569.0,0.569,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6325,2023-09-21 12:00:00,4.36,809.0,0.809,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6326,2023-09-21 13:00:00,4.61,839.0,0.839,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6327,2023-09-21 14:00:00,6.02,743.0,0.743,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6328,2023-09-21 15:00:00,4.36,710.0,0.71,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6329,2023-09-21 16:00:00,3.91,569.0,0.569,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6330,2023-09-21 17:00:00,4.19,351.0,0.351,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6331,2023-09-21 18:00:00,4.42,135.0,0.135,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6332,2023-09-21 19:00:00,4.61,11.0,0.011,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6333,2023-09-21 20:00:00,4.3,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6334,2023-09-21 21:00:00,4.4,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6335,2023-09-21 22:00:00,4.44,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6336,2023-09-21 23:00:00,4.29,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6337,2023-09-22 00:00:00,4.13,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6338,2023-09-22 01:00:00,4.11,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6339,2023-09-22 02:00:00,4.25,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6340,2023-09-22 03:00:00,3.7,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6341,2023-09-22 04:00:00,3.42,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6342,2023-09-22 05:00:00,3.22,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6343,2023-09-22 06:00:00,2.72,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6344,2023-09-22 07:00:00,2.76,15.0,0.015,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6345,2023-09-22 08:00:00,3.13,150.0,0.15,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6346,2023-09-22 09:00:00,4.06,363.0,0.363,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6347,2023-09-22 10:00:00,4.33,579.0,0.579,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6348,2023-09-22 11:00:00,4.67,762.0,0.762,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6349,2023-09-22 12:00:00,4.75,867.0,0.867,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6350,2023-09-22 13:00:00,4.51,882.0,0.882,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6351,2023-09-22 14:00:00,4.9,832.0,0.832,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6352,2023-09-22 15:00:00,4.3,707.0,0.707,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6353,2023-09-22 16:00:00,3.83,563.0,0.563,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6354,2023-09-22 17:00:00,3.89,335.0,0.335,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6355,2023-09-22 18:00:00,3.76,109.0,0.109,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6356,2023-09-22 19:00:00,2.9,10.0,0.01,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6357,2023-09-22 20:00:00,2.64,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6358,2023-09-22 21:00:00,1.91,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6359,2023-09-22 22:00:00,1.81,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6360,2023-09-22 23:00:00,3.0,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6361,2023-09-23 00:00:00,3.21,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6362,2023-09-23 01:00:00,3.73,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6363,2023-09-23 02:00:00,4.37,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6364,2023-09-23 03:00:00,5.3,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6365,2023-09-23 04:00:00,5.54,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6366,2023-09-23 05:00:00,5.74,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6367,2023-09-23 06:00:00,6.45,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6368,2023-09-23 07:00:00,6.75,16.0,0.016,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6369,2023-09-23 08:00:00,6.2,152.0,0.152,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6370,2023-09-23 09:00:00,6.69,374.0,0.374,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6371,2023-09-23 10:00:00,6.87,591.0,0.591,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6372,2023-09-23 11:00:00,6.08,739.0,0.739,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6373,2023-09-23 12:00:00,6.17,883.0,0.883,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6374,2023-09-23 13:00:00,5.47,906.0,0.906,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6375,2023-09-23 14:00:00,5.28,881.0,0.881,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6376,2023-09-23 15:00:00,5.37,769.0,0.769,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6377,2023-09-23 16:00:00,4.88,590.0,0.59,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6378,2023-09-23 17:00:00,5.59,370.0,0.37,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6379,2023-09-23 18:00:00,5.32,141.0,0.141,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6380,2023-09-23 19:00:00,5.51,10.0,0.01,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6381,2023-09-23 20:00:00,5.36,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6382,2023-09-23 21:00:00,5.32,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6383,2023-09-23 22:00:00,5.19,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6384,2023-09-23 23:00:00,5.19,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6385,2023-09-24 00:00:00,6.18,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6386,2023-09-24 01:00:00,6.46,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6387,2023-09-24 02:00:00,6.55,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6388,2023-09-24 03:00:00,6.42,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6389,2023-09-24 04:00:00,6.45,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6390,2023-09-24 05:00:00,6.91,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6391,2023-09-24 06:00:00,6.94,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6392,2023-09-24 07:00:00,7.07,16.0,0.016,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6393,2023-09-24 08:00:00,6.26,165.0,0.165,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6394,2023-09-24 09:00:00,6.9,396.0,0.396,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6395,2023-09-24 10:00:00,6.8,612.0,0.612,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6396,2023-09-24 11:00:00,7.08,771.0,0.771,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6397,2023-09-24 12:00:00,7.6,861.0,0.861,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6398,2023-09-24 13:00:00,7.55,854.0,0.854,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6399,2023-09-24 14:00:00,7.66,851.0,0.851,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6400,2023-09-24 15:00:00,7.34,699.0,0.699,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6401,2023-09-24 16:00:00,7.19,575.0,0.575,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6402,2023-09-24 17:00:00,7.12,363.0,0.363,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6403,2023-09-24 18:00:00,6.16,136.0,0.136,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6404,2023-09-24 19:00:00,6.11,8.0,0.008,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6405,2023-09-24 20:00:00,5.97,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6406,2023-09-24 21:00:00,5.81,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6407,2023-09-24 22:00:00,5.59,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6408,2023-09-24 23:00:00,5.94,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6409,2023-09-25 00:00:00,5.66,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6410,2023-09-25 01:00:00,5.3,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6411,2023-09-25 02:00:00,5.16,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6412,2023-09-25 03:00:00,5.01,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6413,2023-09-25 04:00:00,5.5,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6414,2023-09-25 05:00:00,5.44,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6415,2023-09-25 06:00:00,5.41,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6416,2023-09-25 07:00:00,5.71,16.0,0.016,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6417,2023-09-25 08:00:00,5.64,150.0,0.15,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6418,2023-09-25 09:00:00,5.95,374.0,0.374,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6419,2023-09-25 10:00:00,6.29,584.0,0.584,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6420,2023-09-25 11:00:00,5.62,752.0,0.752,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6421,2023-09-25 12:00:00,5.87,871.0,0.871,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6422,2023-09-25 13:00:00,6.14,892.0,0.892,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6423,2023-09-25 14:00:00,6.4,802.0,0.802,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6424,2023-09-25 15:00:00,6.6,615.0,0.615,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6425,2023-09-25 16:00:00,6.13,507.0,0.507,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6426,2023-09-25 17:00:00,4.78,347.0,0.347,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6427,2023-09-25 18:00:00,4.66,137.0,0.137,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6428,2023-09-25 19:00:00,5.13,8.0,0.008,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6429,2023-09-25 20:00:00,5.98,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6430,2023-09-25 21:00:00,5.92,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6431,2023-09-25 22:00:00,6.32,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6432,2023-09-25 23:00:00,7.6,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6433,2023-09-26 00:00:00,8.0,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6434,2023-09-26 01:00:00,7.7,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6435,2023-09-26 02:00:00,7.63,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6436,2023-09-26 03:00:00,7.83,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6437,2023-09-26 04:00:00,5.61,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6438,2023-09-26 05:00:00,6.77,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6439,2023-09-26 06:00:00,6.57,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6440,2023-09-26 07:00:00,6.57,16.0,0.016,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6441,2023-09-26 08:00:00,6.31,164.0,0.164,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6442,2023-09-26 09:00:00,6.82,388.0,0.388,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6443,2023-09-26 10:00:00,6.85,600.0,0.6,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6444,2023-09-26 11:00:00,6.32,782.0,0.782,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6445,2023-09-26 12:00:00,6.22,879.0,0.879,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6446,2023-09-26 13:00:00,6.19,914.0,0.914,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6447,2023-09-26 14:00:00,5.82,875.0,0.875,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6448,2023-09-26 15:00:00,5.06,751.0,0.751,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6449,2023-09-26 16:00:00,5.12,576.0,0.576,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6450,2023-09-26 17:00:00,5.89,354.0,0.354,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6451,2023-09-26 18:00:00,5.76,138.0,0.138,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6452,2023-09-26 19:00:00,6.0,8.0,0.008,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6453,2023-09-26 20:00:00,5.9,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6454,2023-09-26 21:00:00,5.7,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6455,2023-09-26 22:00:00,5.51,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6456,2023-09-26 23:00:00,5.3,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6457,2023-09-27 00:00:00,5.4,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6458,2023-09-27 01:00:00,5.47,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6459,2023-09-27 02:00:00,5.93,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6460,2023-09-27 03:00:00,5.8,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6461,2023-09-27 04:00:00,5.56,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6462,2023-09-27 05:00:00,5.71,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6463,2023-09-27 06:00:00,6.1,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6464,2023-09-27 07:00:00,6.53,13.0,0.013,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6465,2023-09-27 08:00:00,5.63,133.0,0.133,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6466,2023-09-27 09:00:00,5.87,310.0,0.31,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6467,2023-09-27 10:00:00,5.36,559.0,0.559,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6468,2023-09-27 11:00:00,4.16,750.0,0.75,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6469,2023-09-27 12:00:00,4.16,892.0,0.892,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6470,2023-09-27 13:00:00,2.57,928.0,0.928,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6471,2023-09-27 14:00:00,2.33,881.0,0.881,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6472,2023-09-27 15:00:00,3.58,767.0,0.767,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6473,2023-09-27 16:00:00,4.56,575.0,0.575,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6474,2023-09-27 17:00:00,6.02,355.0,0.355,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6475,2023-09-27 18:00:00,5.81,123.0,0.123,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6476,2023-09-27 19:00:00,6.01,6.0,0.006,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6477,2023-09-27 20:00:00,5.1,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6478,2023-09-27 21:00:00,4.8,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6479,2023-09-27 22:00:00,4.88,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6480,2023-09-27 23:00:00,4.57,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6481,2023-09-28 00:00:00,4.34,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6482,2023-09-28 01:00:00,4.24,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6483,2023-09-28 02:00:00,4.37,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
